activity	subject	tBodyAcc_mean_X	tBodyAcc_mean_Y	tBodyAcc_mean_Z	tBodyAcc_std_X	tBodyAcc_std_Y	tBodyAcc_std_Z	tGravityAcc_mean_X	tGravityAcc_mean_Y	tGravityAcc_mean_Z	tGravityAcc_std_X	tGravityAcc_std_Y	tGravityAcc_std_Z	tBodyAccJerk_mean_X	tBodyAccJerk_mean_Y	tBodyAccJerk_mean_Z	tBodyAccJerk_std_X	tBodyAccJerk_std_Y	tBodyAccJerk_std_Z	tBodyGyro_mean_X	tBodyGyro_mean_Y	tBodyGyro_mean_Z	tBodyGyro_std_X	tBodyGyro_std_Y	tBodyGyro_std_Z	tBodyGyroJerk_mean_X	tBodyGyroJerk_mean_Y	tBodyGyroJerk_mean_Z	tBodyGyroJerk_std_X	tBodyGyroJerk_std_Y	tBodyGyroJerk_std_Z	fBodyAcc_mean_X	fBodyAcc_mean_Y	fBodyAcc_mean_Z	fBodyAcc_std_X	fBodyAcc_std_Y	fBodyAcc_std_Z	fBodyAccJerk_mean_X	fBodyAccJerk_mean_Y	fBodyAccJerk_mean_Z	fBodyAccJerk_std_X	fBodyAccJerk_std_Y	fBodyAccJerk_std_Z	fBodyGyro_mean_X	fBodyGyro_mean_Y	fBodyGyro_mean_Z	fBodyGyro_std_X	fBodyGyro_std_Y	fBodyGyro_std_Z
WALKING_DOWNSTAIRS	10	0.2762388312136752	-0.018885718916282053	-0.1120876610025641	-0.425216183982906	-0.38670455077606836	-0.5231133725408119	0.6583591195726496	-0.16517777136752138	0.16480365342830341	-0.9642458533333333	-0.9527308796581196	-0.9297290244059829	0.08040004238888888	0.015377404689871794	-0.014398210145042736	-0.4143952320384615	-0.43196130878713673	-0.6906047559700854	-0.014465837823589744	-0.0863038250719359	0.08959437810790598	-0.5978737967465811	-0.4924824322102564	-0.5059815162162393	-0.11062834367264958	-0.043380952132264956	-0.0554261378425641	-0.6326691785897436	-0.7134411190598291	-0.6110264357051282	-0.41869427673931625	-0.3803940099363248	-0.5727548945051282	-0.4290984573358974	-0.43055442769153845	-0.5372418750102564	-0.4367616894846154	-0.45040244511824784	-0.654781895967094	-0.4441191324709829	-0.45162657150470087	-0.726013573974359	-0.5317279374269658	-0.5641146319444444	-0.4675046440863248	-0.6210408688162393	-0.46053589728632477	-0.5650369811547009
WALKING_DOWNSTAIRS	12	0.2777486125268817	-0.01822990756084129	-0.1057355064516129	-0.6382084402903225	-0.6089832650268817	-0.682615496811828	0.7491177636666667	-0.02958537475107527	0.19700698658408602	-0.9633085215591398	-0.9597720338709678	-0.9395476318817204	0.0799354253827957	0.0014780941169892476	-0.010660966093978494	-0.6507902647849463	-0.6646996911324731	-0.777908761827957	-0.0575264551461828	-0.07142186985806452	0.10094622748494624	-0.7643168402521505	-0.7744444335483871	-0.6507501493655914	-0.07341674711021505	-0.04219570570967742	-0.061743198383333336	-0.7720696921505377	-0.8291855861827957	-0.7754585773655914	-0.6371317222080645	-0.6173701700903226	-0.7054151788172043	-0.6393484595860215	-0.6310031414091398	-0.6966650966129032	-0.6599620979784409	-0.6774250084027419	-0.7582388794086021	-0.6729967057795699	-0.6741414680725807	-0.7963086122580645	-0.7156950032795699	-0.7711757102688173	-0.666367678483871	-0.7810573750537635	-0.7794449612365592	-0.6792728736559139
WALKING_DOWNSTAIRS	14	0.2687424945532787	-0.016637130065942623	-0.09960070598770492	-0.4938759007532787	-0.19035678414442622	-0.08297898831913934	0.6957107236885246	-0.16554842759836066	-0.25549912199590163	-0.933986522704918	-0.9348784468278688	-0.9039594986885245	0.07316365268348361	0.004686802470901639	-0.0010970521428278685	-0.5307999526576229	-0.4593976799831967	-0.5520000179548361	0.00779788388987705	-0.10135625650819673	0.04831308200409836	-0.6493050140860656	-0.21665077837479507	-0.16936650962377048	-0.10982685253289755	-0.043917783785610655	-0.04186104597172131	-0.7231506136065574	-0.6058333350491804	-0.5254514169131147	-0.5035785783938524	-0.2927747382430328	-0.27259114965983605	-0.49109057826864755	-0.1941617408922131	-0.059835289800778686	-0.5472283929668033	-0.47560267201639345	-0.5026423726905738	-0.5561722869094262	-0.47963652239713117	-0.6010037729881148	-0.6115221855	-0.3552487749215164	-0.2475978759680328	-0.6639382087008197	-0.1509117390187295	-0.22572907318114754
WALKING_DOWNSTAIRS	15	0.27821340725	-0.016464484771310975	-0.1125635875945122	-0.5565411730893293	-0.4816795379560061	-0.7057066238689025	0.6888725115121951	0.102660491875	0.03728977017570122	-0.9687333986280487	-0.9563694939939025	-0.9472400580487805	0.07768974113048781	0.004893920527064024	-0.0044099319007774385	-0.6240557821585366	-0.5943126780450915	-0.8258208815762195	-0.028127878061067074	-0.07587884551987804	0.0906658516	-0.6968594730457317	-0.7087790691914634	-0.7218269875304878	-0.09609101085396342	-0.044127069018201216	-0.05556454568810976	-0.7313827110365854	-0.8539565920731708	-0.7956261983841464	-0.5837723174451219	-0.5077352057783842	-0.7417457246981707	-0.5471508554439024	-0.5015684352333841	-0.7114313403567073	-0.6434695193615854	-0.609408057377744	-0.8055434655884146	-0.6376551550928353	-0.6058548826226524	-0.8451110607621951	-0.6643544288564024	-0.7607114110060975	-0.7111945399207317	-0.7093361681768293	-0.6845047357445122	-0.7516965271951219
WALKING_DOWNSTAIRS	16	0.27788744037431695	-0.01585678883090164	-0.1072639244453552	-0.6681614982986339	-0.6499470678928961	-0.6038199023860655	0.7009061303087432	-0.06052359937978142	0.04020755362349727	-0.9711564321311476	-0.9647275199453552	-0.9452940286393443	0.07754888853743169	0.008840183282702186	-0.001437300055642076	-0.7278617435245902	-0.7350801980437158	-0.7678730493800546	-0.012234144672513662	-0.07244448039808743	0.07301446515300547	-0.7995344504918033	-0.810124133715847	-0.7376299679617486	-0.10736161480125683	-0.04166156689396175	-0.053947041087349726	-0.8582987191530055	-0.8695731205737705	-0.8370399260655738	-0.7008851473418033	-0.6715721470987979	-0.6609899481604372	-0.6569690450584152	-0.6618445305068306	-0.6056467253071038	-0.7446620416120219	-0.7486270015519125	-0.752302172079235	-0.7347767366130601	-0.7384343981054645	-0.7820895153442623	-0.789780147036612	-0.8159621300273224	-0.7562866417213114	-0.8049918315027322	-0.8094214481420765	-0.7569936407240437
WALKING_DOWNSTAIRS	17	0.27795005020833335	-0.013893261375416667	-0.10978607760416667	-0.9923706545833333	-0.9652057283333333	-0.9763523079166667	0.9010978597916667	-0.17504772675	-0.28488058041666664	-0.9866749102083333	-0.9705558916666667	-0.9731605454166666	0.07403942377083333	0.006070927731041667	-0.00478813832875	-0.993627979375	-0.9871957722916667	-0.9910616989583333	-0.026848276775	-0.07819643980625	0.09375361485416667	-0.9857193333333333	-0.985762623125	-0.9856664891666667	-0.099654922875	-0.04012076854208333	-0.05378651457083333	-0.9923574677083333	-0.9930256510416666	-0.9935432910416667	-0.9921572177083333	-0.973701284375	-0.9826645120833334	-0.9924339945833334	-0.9627148304166666	-0.974056181875	-0.9936608245833334	-0.9868704575	-0.989427028125	-0.9941786422916666	-0.988578176875	-0.9912584904166667	-0.9851342027083333	-0.9874055927083334	-0.9864297497916666	-0.9860270052083333	-0.984919989375	-0.986650575625
WALKING_UPSTAIRS	4	0.27408152067479674	-0.017108509944260164	-0.11005335932520326	-0.4811578153308943	-0.3842553220072358	-0.6582857194308943	0.6673774939024391	0.17606421989512194	0.11703063477235773	-0.9548458682113821	-0.9409598386178861	-0.9487836163414635	0.08020058760162602	0.010681219462138212	-0.007378563152439024	-0.5226868320309757	-0.44698012864634146	-0.8178819875609756	-0.027473566188373984	-0.08458137298617886	0.09580698674715447	-0.6232957363089431	-0.7498894566666666	-0.6955707370731707	-0.11221346965365854	-0.03843447345284553	-0.05298636814439024	-0.6375280668292683	-0.8884120033333334	-0.6817954183495935	-0.5181034097154471	-0.3915612680414634	-0.7083462753658537	-0.4685883710455285	-0.4223346494797561	-0.6596234838211382	-0.5480033584861789	-0.470861077819187	-0.793248930406504	-0.5400024526447155	-0.45937758863658534	-0.8419270600813008	-0.5374452703138212	-0.7994596303252033	-0.6347291174471544	-0.6520627311707317	-0.7273362064227642	-0.7485190786178861
WALKING_UPSTAIRS	6	0.2801790984269663	-0.020694959111797754	-0.1109400293258427	-0.12700060055865167	0.12146531101123596	-0.3613816088840449	0.736951892247191	-0.10319080820224719	0.018483304836853932	-0.965208976741573	-0.9464846147191012	-0.9306541886516854	0.0674351008988764	-0.003104012280898877	-0.006098688406741573	-0.17155396135505618	0.004090882033820227	-0.38690092661797754	-0.06743093818876404	-0.052994841852471906	0.07876256692808989	-0.35344952441573035	-0.2677813420449438	-0.27221502276179776	-0.058912855776404496	-0.050070036484269664	-0.04331032592831461	-0.03420011843820225	-0.30001454801123595	-0.05099238942516854	-0.13375797298876405	0.10200387882022471	-0.3363222241573034	-0.12724561491910114	0.05923010404494382	-0.43240940753932583	-0.2089562025	-0.08715003843483146	-0.3529815682696629	-0.207095971672	0.03546782015730337	-0.41962147395505617	-0.07883276378314606	-0.2487957414494382	-0.08198304955617977	-0.4454128042022472	-0.28620515505617977	-0.41462115317977527
WALKING_UPSTAIRS	7	0.2702116978149351	-0.018790488766818183	-0.1124923753883117	-0.577518324748052	-0.5464033653457793	-0.4564736422569805	0.6812891208441558	-0.042022145249675326	0.03421607119286039	-0.9565381785876623	-0.9553125540909091	-0.9233047240909091	0.08318295731688312	0.007609097674188312	-0.007917256960487014	-0.6151313774082792	-0.622997416262013	-0.6643368605444155	-0.05187169294077922	-0.06460771130788961	0.09776717214061688	-0.6871554740974026	-0.6524086579090909	-0.6633407603311688	-0.09420373761826624	-0.04144014060827922	-0.06103079281487013	-0.7017312004844156	-0.6749201149574675	-0.7508087055941558	-0.593011288564935	-0.5635477851740259	-0.5310059414955519	-0.572347541484091	-0.567046977262987	-0.4607921232773052	-0.6375219402438311	-0.6416873338502272	-0.6425157165742857	-0.6267857445844156	-0.6285316307194805	-0.6848564389538961	-0.6437675784935065	-0.6304192750061688	-0.6550833549058441	-0.7038836468961039	-0.6711619228376623	-0.6989495189058441
WALKING_UPSTAIRS	8	0.2707590632953737	-0.01818949746886121	-0.10680962368398576	-0.5829588630174377	-0.34938373204626333	-0.49947268791316723	0.6474981754092527	0.03032111131188612	0.08365424068079359	-0.9542566660355872	-0.9484464504733096	-0.9231806636014235	0.08421574537551602	8.603015817864773e-4	-0.019671991299430605	-0.5759930739117438	-0.45872492516797153	-0.6683567847551601	0.0035905389716014233	-0.09107750983266905	0.06408676115619218	-0.6562192422818506	-0.5709412370192171	-0.5113920380128114	-0.10496985520035587	-0.040092224033167256	-0.058288714836654806	-0.6749844522402135	-0.6830869302889679	-0.6959703017544484	-0.5818314146483986	-0.3749442362064057	-0.5509793887199288	-0.5853434605355872	-0.3786564589679715	-0.5132063129590747	-0.5916350091060498	-0.495906215569395	-0.6442858024067616	-0.5985462452366548	-0.4563683958569395	-0.6914809169501779	-0.6013824212483986	-0.5759384827113879	-0.5255629190474377	-0.6752753530782918	-0.5730872921725979	-0.5539685878697509
WALKING_UPSTAIRS	9	0.2759726723854167	-0.020946655541239582	-0.10123382621388889	-0.5556565445381945	-0.5758878952125	-0.5061117760818056	0.6708455455555555	-0.046744699950902774	0.29957959542850693	-0.9587846661805556	-0.9499381152083334	-0.9205543178159722	0.08401714302916667	0.006784858483993055	-0.0010299808819444443	-0.5783051613600695	-0.6789238722743055	-0.7216100945694445	-0.07013181545614583	-0.07298843129916667	0.10909291323798612	-0.6764523925694444	-0.6704982207013889	-0.5875576922914584	-0.08922549306402777	-0.039734442181597225	-0.053402884281875	-0.7617108665625	-0.7732738788541667	-0.7446560382986112	-0.5792584044086806	-0.6102678040902778	-0.5921191228042708	-0.5479957449079861	-0.5867660832326389	-0.5010740069659028	-0.6213771413128473	-0.6997666145694444	-0.7029319279965278	-0.572819893733993	-0.6790658550034723	-0.7391399227083333	-0.6398632195590278	-0.6839242876006945	-0.6126804631638889	-0.6906898955347223	-0.6672032207604167	-0.6194686341277778
WALKING_UPSTAIRS	10	0.2792260805	-0.013741069933333334	-0.1082356298	-0.9769146671666666	-0.9291410916333334	-0.972264913	0.5826375121666667	0.2814715215	0.16742404383333334	-0.9719009915	-0.9615175248333333	-0.9737183023333333	0.07751305508333334	0.0033083178638333333	5.101052748333336e-4	-0.977836345	-0.9625103298333333	-0.98521482950000006	-0.03424484349666666	-0.078152882769	0.0966117812	-0.9704295458333333	-0.9768509748333334	-0.957569497	-0.0984885261	-0.038682078683333336	-0.05604348839666667	-0.9784833521666667	-0.983924353	-0.9823181391666667	-0.9753106968333334	-0.940255585	-0.9760610501666667	-0.9782498448333333	-0.9283000787833333	-0.9715283706666666	-0.9781203061666667	-0.9634427765	-0.9826301395	-0.9796124291666667	-0.9643878260000001	-0.9864711005	-0.9661191675	-0.976870853	-0.9572695305	-0.971946495	-0.9770340218333333	-0.9614996038333333
WALKING_UPSTAIRS	11	0.27658531139556963	-0.019127253193322785	-0.10894176164240506	-0.5894764977955697	-0.49037934699683544	-0.6653243142278481	0.7305261849367088	0.05273870286139241	0.14020986124683543	-0.9753944576898734	-0.9571387707278481	-0.9568120004113924	0.08301345406582279	0.007804425434303798	-0.006574249752594937	-0.6593230830550633	-0.6087842267199367	-0.8425118160443038	-0.05473284402724683	-0.05822757708132911	0.08728410968235602	-0.7399221266287974	-0.7035017664873418	-0.7250160087974683	-0.08054733098734178	-0.049391406547468354	-0.04801401672674051	-0.7817381406012658	-0.8683772540822785	-0.7954908824683544	-0.6195240283246836	-0.5314552656625317	-0.7500261457911392	-0.5794917547493671	-0.5025702402433544	-0.6520956711085443	-0.6766729871664557	-0.6323746886060126	-0.825559590221519	-0.672195644346519	-0.6094449982477849	-0.8582596306012659	-0.7099493321170887	-0.7768528689556962	-0.7088429792721519	-0.7517582771677215	-0.6708927130667721	-0.7559606283544303
WALKING_UPSTAIRS	14	0.27463868151898735	-0.015074005440506329	-0.10526436667772152	-0.9754943215189873	-0.9441896434177215	-0.943891439113924	0.5990989754050633	0.05461098427468355	0.1301358674556962	-0.9636665103797468	-0.9655383365822785	-0.9528933750632912	0.07730170823810127	0.003664751835848101	-0.0069576409346962026	-0.9853069330379747	-0.9789041043037975	-0.9807132902531646	-0.023047440764556962	-0.0773800849721519	0.09884075986075949	-0.9737620517721519	-0.9620390411392405	-0.9671016181012658	-0.10054274712658227	-0.04147388053164557	-0.05497867993151899	-0.9813098720253165	-0.9823213026582278	-0.9868411670886076	-0.9775900465822784	-0.9570216982278481	-0.9597205905063291	-0.9748374397468355	-0.9410205291139241	-0.9396154626582278	-0.9853497487341772	-0.9788974262025316	-0.9772061955696203	-0.9866538897468354	-0.9805826251898734	-0.982966496835443	-0.9698649896202531	-0.9660229479746836	-0.9685025507594937	-0.9751384918987341	-0.9602616227848101	-0.9696227029113924
